object_level;object_name;okato;oktmo;gender;education_level;year;study_area;count_graduate;percent_employed;average_salary_fact_avg;average_salary_fact_med;average_salary_norm_avg;average_salary_norm_med;average_age;percent_combine_work_and_study
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2021;Образование и педагогические науки;115;81.481;73390.527;68041.665;67174.472;67324.239;29.157;61.739
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2021;Сельское хозяйство и сельскохозяйственные науки;17;100.0;76156.481;79550.0;75153.296;77207.0;26.471;64.706
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Гуманитарные науки;103;88.636;73513.931;64083.33;62318.067;59636.366;27.146;46.602
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Здравоохранение и медицинские науки;151;96.403;98008.485;95000.0;94874.857;93860.0;28.927;78.146
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Инженерное дело, технологии и технические науки;312;93.377;85859.855;74000.0;76530.829;70700.0;27.946;65.705
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Искусство и культура;26;65.385;53970.085;42250.0;44125.64;26204.441;27.077;42.308
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Математические и естественные науки;103;91.176;73838.012;67958.335;68815.234;68380.0;26.398;50.485
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Науки об обществе;971;85.684;66922.524;61833.33;60633.334;58126.667;28.565;70.34
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Образование и педагогические науки;584;85.965;61370.998;58000.0;58293.026;57578.186;28.271;70.205
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2021;Сельское хозяйство и сельскохозяйственные науки;12;75.0;;;;;26.083;83.333
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Гуманитарные науки;164;82.707;66977.788;57900.0;60758.444;55900.0;26.5;47.561
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Здравоохранение и медицинские науки;251;89.862;88389.511;82541.665;81611.647;79733.332;28.04;84.064
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Инженерное дело, технологии и технические науки;1388;89.719;107128.15;93750.0;96982.131;87360.0;29.742;74.424
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Искусство и культура;42;70.732;45183.126;44600.0;44178.98;44373.337;25.595;47.619
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Математические и естественные науки;188;93.631;70037.055;63458.335;67485.277;60158.488;25.383;56.383
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Науки об обществе;1582;81.195;74433.855;63875.0;66762.075;60493.337;28.144;69.848
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Образование и педагогические науки;713;88.227;63763.462;59500.0;59827.973;58741.815;27.355;77.84
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2022;Сельское хозяйство и сельскохозяйственные науки;42;76.316;72526.701;68090.91;70507.044;69420.0;27.333;69.048
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Гуманитарные науки;55;87.5;74226.775;62750.0;67733.052;61320.0;28.145;49.091
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Здравоохранение и медицинские науки;109;88.235;100279.484;96500.0;93265.883;86233.337;28.422;78.899
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Инженерное дело, технологии и технические науки;1076;89.917;115240.751;102636.36;104393.852;94380.0;30.138;75.372
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Искусство и культура;6;80.0;;;;;25.5;16.667
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Математические и естественные науки;83;96.721;67722.497;61857.14;65036.462;59040.0;25.229;57.831
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Науки об обществе;542;71.882;96519.869;80000.0;84004.337;68813.337;28.732;67.343
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Образование и педагогические науки;134;84.348;74148.06;65041.67;70563.14;61738.18;28.276;79.851
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2022;Сельское хозяйство и сельскохозяйственные науки;28;81.481;68825.636;66750.0;66982.531;68730.908;27.25;78.571
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Гуманитарные науки;109;81.188;63603.26;57200.0;57511.643;54895.454;25.67;46.789
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Здравоохранение и медицинские науки;142;90.909;80998.447;79600.0;74367.121;73840.0;27.746;88.028
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Инженерное дело, технологии и технические науки;312;89.046;78335.658;65250.0;70677.14;62443.332;28.375;71.154
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Искусство и культура;36;69.444;45598.249;43966.665;44227.326;43679.526;25.611;52.778
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Математические и естественные науки;105;91.667;71570.074;63500.0;69107.219;60860.0;25.505;55.238
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Науки об обществе;1040;85.6;65593.201;60250.0;59850.516;56596.667;27.838;71.154
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Образование и педагогические науки;579;89.029;61650.467;59300.0;57643.647;58500.0;27.142;77.375
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2022;Сельское хозяйство и сельскохозяйственные науки;14;63.636;;;;;27.5;50.0
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Гуманитарные науки;150;83.158;64567.3;59541.665;58875.07;56918.332;25.7;61.333
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Здравоохранение и медицинские науки;214;83.889;68421.022;68491.665;66682.838;66613.033;26.944;82.71
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Инженерное дело, технологии и технические науки;1610;89.169;107556.419;89833.33;98232.296;85355.625;29.461;79.255
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Искусство и культура;24;75.0;51195.454;35916.67;49917.828;37353.337;25.208;33.333
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Математические и естественные науки;185;90.196;67405.979;61958.33;66359.294;63613.332;24.27;59.459
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Науки об обществе;1684;80.61;70833.015;61375.0;64509.306;57624.665;27.92;76.663
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Образование и педагогические науки;803;86.838;62676.923;59818.18;59962.117;59366.663;26.567;77.709
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2023;Сельское хозяйство и сельскохозяйственные науки;40;61.765;61666.05;50750.0;60533.909;52780.0;24.2;70.0
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Гуманитарные науки;73;67.742;76047.475;84200.0;73721.584;69750.0;26.685;56.164
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Здравоохранение и медицинские науки;79;83.636;74019.485;72700.0;72697.395;71760.0;27.81;75.949
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Инженерное дело, технологии и технические науки;1250;88.924;117347.024;99916.67;106552.912;92126.663;29.901;80.8
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Искусство и культура;2;50.0;;;;;26.5;
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Математические и естественные науки;84;85.294;80185.914;64500.0;77339.332;67080.0;24.179;60.714
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Науки об обществе;619;71.488;92582.306;75600.0;82767.312;69420.0;28.953;71.89
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Образование и педагогические науки;147;75.0;80564.555;69666.67;74795.388;66352.0;26.279;68.027
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2023;Сельское хозяйство и сельскохозяйственные науки;24;57.143;68092.54;67250.0;69952.742;69940.0;24.25;58.333
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Гуманитарные науки;77;90.625;60740.574;56750.0;53926.231;48620.0;24.766;66.234
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Здравоохранение и медицинские науки;135;84.0;65886.981;66833.33;63960.46;63873.337;26.437;86.667
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Инженерное дело, технологии и технические науки;360;89.965;76234.782;70291.665;71648.635;69246.668;27.933;73.889
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Искусство и культура;22;78.571;41032.386;33458.335;38932.557;34796.668;25.091;36.364
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Математические и естественные науки;101;92.647;61132.192;61583.33;60969.094;63125.0;24.347;58.416
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Науки об обществе;1065;84.97;62534.35;59000.0;57542.776;55293.337;27.319;79.437
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Образование и педагогические науки;656;88.723;60252.155;59363.64;57951.384;58692.428;26.631;79.878
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2023;Сельское хозяйство и сельскохозяйственные науки;16;69.231;;;;;24.125;87.5
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Гуманитарные науки;162;78.4;48482.723;46000.0;47789.695;43766.663;24.605;56.79
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Здравоохранение и медицинские науки;193;83.616;60569.989;57750.0;61002.3;57546.663;25.477;88.083
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Инженерное дело, технологии и технические науки;1515;88.076;100029.615;85000.0;90779.329;79852.5;28.97;84.422
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Искусство и культура;24;68.182;82303.031;42000.0;69162.122;43430.0;24.875;58.333
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Математические и естественные науки;139;79.268;61856.771;54333.335;57829.906;54080.0;23.453;60.432
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Науки об обществе;1521;77.28;66894.087;57250.0;61288.668;54888.747;26.843;79.356
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Образование и педагогические науки;814;87.85;56736.78;53791.665;53954.009;52047.273;25.817;91.278
Регион;Тульская область;70000000;70000000;Всего;Бакалавриат, специалитет;2024;Сельское хозяйство и сельскохозяйственные науки;23;57.143;64669.192;58000.0;60902.374;52293.33;22.957;78.261
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Гуманитарные науки;59;80.0;58247.584;38000.0;56404.425;40250.0;25.831;52.542
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Здравоохранение и медицинские науки;55;78.0;63212.733;63250.0;63161.298;60041.431;25.909;94.545
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Инженерное дело, технологии и технические науки;1197;87.066;111500.908;95916.67;100757.616;90480.0;29.327;86.383
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Искусство и культура;1;100.0;;;;;24.0;100.0
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Математические и естественные науки;58;73.077;73394.385;52272.73;65194.572;54080.0;23.517;65.517
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Науки об обществе;547;68.372;91055.539;68097.22;80734.99;64360.832;27.415;76.417
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Образование и педагогические науки;137;85.321;64761.089;55166.67;62149.301;56727.268;26.139;92.701
Регион;Тульская область;70000000;70000000;Мужской;Бакалавриат, специалитет;2024;Сельское хозяйство и сельскохозяйственные науки;15;38.462;;;;;23.067;86.667
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Гуманитарные науки;103;77.778;44610.45;46916.665;44373.509;47060.0;23.903;59.223
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Здравоохранение и медицинские науки;138;85.827;59643.667;57000.0;60245.538;56853.337;25.304;85.507
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Инженерное дело, технологии и технические науки;318;91.698;62573.352;57050.0;58198.05;54929.332;27.626;77.044
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Искусство и культура;23;66.667;82303.031;42000.0;69162.122;43430.0;24.913;56.522
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Математические и естественные науки;81;82.143;56555.706;56750.0;54446.141;55332.0;23.407;56.79
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Науки об обществе;974;81.498;58447.09;55750.0;54490.112;52416.0;26.522;81.006
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Образование и педагогические науки;677;88.281;55434.237;53545.45;52623.711;51772.726;25.752;90.99
Регион;Тульская область;70000000;70000000;Женский;Бакалавриат, специалитет;2024;Сельское хозяйство и сельскохозяйственные науки;8;87.5;;;;;22.75;62.5
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2016;Гуманитарные науки;6;100.0;;;;;36.333;66.667
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2016;Инженерное дело, технологии и технические науки;4;100.0;;;;;37.5;100.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2016;Науки об обществе;23;81.818;93587.121;82958.33;85116.022;78289.58;36.957;91.304
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2016;Образование и педагогические науки;68;88.06;77204.09;64600.0;69987.166;64913.337;34.059;83.824
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2016;Гуманитарные науки;1;100.0;;;;;32.0;
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2016;Инженерное дело, технологии и технические науки;2;100.0;;;;;42.0;100.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2016;Науки об обществе;8;50.0;;;;;38.5;75.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2016;Образование и педагогические науки;13;83.333;;;;;33.385;76.923
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2016;Гуманитарные науки;5;100.0;;;;;37.2;80.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2016;Инженерное дело, технологии и технические науки;2;100.0;;;;;33.0;100.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2016;Науки об обществе;15;100.0;75516.774;75208.33;74709.647;70840.83;36.133;100.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2016;Образование и педагогические науки;55;89.091;75146.809;64600.0;69278.55;64913.337;34.218;85.455
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2017;Гуманитарные науки;23;95.652;82110.606;63500.0;68667.726;61170.907;32.304;65.217
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2017;Инженерное дело, технологии и технические науки;55;88.889;115779.852;114895.835;109806.593;103721.667;31.764;80.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2017;Науки об обществе;35;84.375;108259.92;97500.0;84485.166;75140.0;34.514;82.857
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2017;Образование и педагогические науки;150;91.216;78828.96;68094.7;75583.387;70235.454;35.14;87.333
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2017;Сельское хозяйство и сельскохозяйственные науки;11;100.0;167080.872;123541.67;138725.795;128483.337;31.727;81.818
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2017;Гуманитарные науки;6;100.0;;;;;31.167;50.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2017;Инженерное дело, технологии и технические науки;46;86.667;128198.16;127666.67;120600.743;114490.908;31.826;76.087
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2017;Науки об обществе;15;78.571;162180.556;105000.0;116248.241;102550.0;33.667;86.667
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2017;Образование и педагогические науки;38;78.378;85748.427;75416.665;82340.483;72055.91;34.789;65.789
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2017;Сельское хозяйство и сельскохозяйственные науки;9;100.0;;;;;31.889;77.778
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2017;Гуманитарные науки;17;94.118;86375.126;64500.0;73385.455;64645.454;32.706;70.588
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2017;Инженерное дело, технологии и технические науки;9;100.0;;;;;31.444;100.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2017;Науки об обществе;20;88.889;67819.444;69375.0;60662.86;62046.249;35.15;80.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2017;Образование и педагогические науки;112;95.495;76737.028;67534.09;73540.544;69766.668;35.259;94.643
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2017;Сельское хозяйство и сельскохозяйственные науки;2;100.0;;;;;31.0;100.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Гуманитарные науки;45;82.051;99270.258;65935.61;96935.715;65784.168;32.756;71.111
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Инженерное дело, технологии и технические науки;361;93.557;122876.807;103916.67;113531.365;99166.67;32.385;86.15
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Искусство и культура;3;100.0;;;;;32.667;66.667
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Математические и естественные науки;35;90.625;162370.979;124416.67;124781.298;115231.665;31.114;74.286
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Науки об обществе;293;72.378;89571.944;72791.665;78408.165;72280.0;34.198;66.212
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Образование и педагогические науки;147;88.356;76940.79;69571.43;73492.69;64913.337;34.435;89.116
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2018;Сельское хозяйство и сельскохозяйственные науки;15;100.0;108105.555;106841.665;90827.277;82591.999;31.867;86.667
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Гуманитарные науки;15;69.231;;;;;34.533;40.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Инженерное дело, технологии и технические науки;234;94.348;142547.351;115583.33;130896.113;109720.0;32.44;85.47
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Искусство и культура;2;100.0;;;;;33.5;100.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Математические и естественные науки;21;95.0;198946.97;158708.33;146850.134;135005.834;31.048;66.667
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Науки об обществе;145;62.676;89951.815;70666.67;78213.925;72280.0;34.883;55.172
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Образование и педагогические науки;32;78.125;97939.945;84041.665;93747.98;85540.0;35.344;81.25
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2018;Сельское хозяйство и сельскохозяйственные науки;6;100.0;;;;;31.167;66.667
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Гуманитарные науки;30;88.462;71415.625;64318.185;69273.499;64102.046;31.867;86.667
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Инженерное дело, технологии и технические науки;127;92.126;82532.12;84083.33;77915.911;77275.151;32.283;87.402
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Искусство и культура;1;100.0;;;;;31.0;
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Математические и естественные науки;14;83.333;;;;;31.214;85.714
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Науки об обществе;148;81.944;89301.726;73000.0;78547.775;72037.78;33.527;77.027
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Образование и педагогические науки;115;91.228;71749.987;64750.0;68485.764;62210.907;34.183;91.304
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2018;Сельское хозяйство и сельскохозяйственные науки;9;100.0;;;;;32.333;100.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Гуманитарные науки;62;94.444;84319.314;82375.0;79886.424;77846.667;33.177;77.419
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Инженерное дело, технологии и технические науки;390;95.349;107695.822;92500.0;98591.288;88082.223;31.492;86.923
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Искусство и культура;4;75.0;;;;;30.25;75.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Математические и естественные науки;42;90.244;104571.902;89916.67;90154.163;73753.337;29.881;90.476
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Науки об обществе;629;72.476;94067.829;69250.0;85638.013;65057.782;34.191;76.312
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Образование и педагогические науки;166;90.683;83956.224;67560.61;78244.748;67127.273;33.223;89.759
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2019;Сельское хозяйство и сельскохозяйственные науки;18;94.444;48371.623;40466.665;45726.644;36121.093;30.5;88.889
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2019;Гуманитарные науки;21;100.0;92246.711;83250.0;82848.958;64306.663;33.19;80.952
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2019;Инженерное дело, технологии и технические науки;259;95.331;123429.94;104916.67;112323.727;97077.497;31.68;85.328
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2019;Математические и естественные науки;20;94.737;112793.657;90041.67;95617.833;81801.668;30.0;95.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2019;Науки об обществе;268;61.628;122458.382;95375.0;112183.892;87230.0;36.075;60.821
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2019;Образование и педагогические науки;30;96.154;125677.549;85670.455;108080.833;89097.273;34.667;86.667
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2019;Сельское хозяйство и сельскохозяйственные науки;4;100.0;;;;;31.5;75.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Гуманитарные науки;41;91.176;79672.22;81500.0;78149.767;84240.0;33.171;75.61
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Инженерное дело, технологии и технические науки;131;95.385;75040.106;71250.0;70090.0;69404.239;31.122;90.076
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Искусство и культура;4;75.0;;;;;30.25;75.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Математические и естественные науки;22;86.364;96833.779;70916.67;85011.885;65599.998;29.773;86.364
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Науки об обществе;361;80.337;78958.693;61750.0;71510.592;58200.0;32.792;87.812
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Образование и педагогические науки;136;89.63;74957.506;63916.665;71809.514;65216.668;32.904;90.441
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2019;Сельское хозяйство и сельскохозяйственные науки;14;92.857;40540.715;39100.0;40003.306;31578.186;30.214;92.857
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Гуманитарные науки;97;89.655;82733.071;72819.445;78654.962;65543.25;32.845;77.32
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Инженерное дело, технологии и технические науки;439;91.972;107629.99;91750.0;99047.241;88140.0;30.319;83.827
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Искусство и культура;5;80.0;;;;;29.0;80.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Математические и естественные науки;61;93.333;125098.114;78500.0;104441.941;78945.454;29.098;95.082
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Науки об обществе;516;83.658;99235.256;76166.67;85209.598;73840.0;32.331;85.271
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Образование и педагогические науки;186;91.892;67326.677;63727.27;65568.416;65072.73;32.183;91.398
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2020;Сельское хозяйство и сельскохозяйственные науки;20;95.0;64944.513;62878.79;61427.896;62075.001;30.75;85.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Гуманитарные науки;44;86.486;94125.072;88666.67;88226.583;76700.0;33.568;70.455
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Инженерное дело, технологии и технические науки;284;93.238;123488.555;107750.0;112518.022;99875.0;30.352;84.859
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Искусство и культура;1;100.0;;;;;29.0;100.0
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Математические и естественные науки;30;90.0;144657.657;77416.67;119903.506;80513.337;29.233;93.333
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Науки об обществе;184;79.67;133069.58;92166.67;109623.578;89180.0;33.011;74.457
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Образование и педагогические науки;31;83.871;71836.617;58600.0;70027.317;55900.0;31.452;87.097
Регион;Тульская область;70000000;70000000;Мужской;Магистратура;2020;Сельское хозяйство и сельскохозяйственные науки;11;90.909;;;;;29.182;72.727
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Гуманитарные науки;53;92.0;75231.022;67545.45;72351.7;61999.998;32.245;83.019
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Инженерное дело, технологии и технические науки;155;89.677;75782.874;74983.335;71995.263;75763.332;30.258;81.935
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Искусство и культура;4;75.0;;;;;29.0;75.0
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Математические и естественные науки;31;96.667;104723.591;78625.0;88336.145;78386.058;28.968;96.774
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Науки об обществе;332;85.843;82896.458;69541.665;73419.942;67566.25;31.955;91.265
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Образование и педагогические науки;155;93.506;66401.561;64000.0;64653.77;65520.0;32.329;92.258
Регион;Тульская область;70000000;70000000;Женский;Магистратура;2020;Сельское хозяйство и сельскохозяйственные науки;9;100.0;;;;;32.667;100.0
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Гуманитарные науки;66;88.71;64748.57;63083.335;57448.351;56396.366;31.076;77.273
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Инженерное дело, технологии и технические науки;385;92.708;104160.952;91000.0;97715.933;89396.668;30.234;85.195
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Искусство и культура;6;66.667;;;;;28.167;83.333
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Математические и естественные науки;27;92.593;109354.26;86666.67;92024.026;74700.0;27.889;70.37
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Науки об обществе;430;85.071;106064.956;83083.33;92590.762;77517.916;32.167;85.349
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Образование и педагогические науки;158;89.809;72684.509;70454.545;71122.792;67915.151;31.399;91.772
Регион;Тульская область;70000000;70000000;Всего;Магистратура;2021;Сельское хозяйство и сельскохозяйственные науки;17;88.235;83014.532;62833.33;79251.608;65346.663;29.529;76.471
